FechaPublicacion,Fecha,CodigoLinea,NombreLinea,CodigoOperador,FPO,Sistema,Tension,Longitud,ParticipacionLineaNivelTension,ParticipacionLineaTotal,LongitudNivelTension,LongitudTotal,CodigoSubAreaOperativa,CodigoAreaOperativa,CodigoSubestacionOrigen,CodigoAreaOperativaOrigen,CodigoSubAreaOperativaOrigen,CodigoSubestacionDestino,CodigoAreaOperativaDestino,CodigoSubAreaOperativaDestino,CodigoDuracion
2024-12-31,2024-12-31,Lin0399,TULUA - ZARZAL 2 115 kV,Cia0017,1983-01-01,Uso STR,115.0,37.9,0.0044,0.0012,8534.36,30375.9,Are0032,Are0128,Sub0211,Are0128,Are0032,Sub0230,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0892,LA VIRGINIA - SAN MARCOS (VALLE) 1 500 kV,Cia5844,2001-01-01,Uso STN,500.0,165.78,0.0432,0.0055,3833.09,30375.9,Are0032,Are0128,Sub0189,Are0128,Are0032,Sub0373,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0830,CARTAGO - LA VIRGINIA 1 230 kV,Cia5844,1999-12-27,Uso STN,230.0,17.55,0.0016,0.0006,10999.56,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0373,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1320,CARTAGO - LA VIRGINIA 2 230 kV,Cia5844,2016-11-30,Uso STN,230.0,17.38,0.0016,0.0006,10999.56,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0373,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1508,LADERA - SAN ANTONIO (CALI) 1 115 kV,Cia0017,2021-11-25,Uso STR,115.0,7.48,0.0009,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0180,Are0128,Are0032,Sub0804,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1509,LADERA - PANCE 1 115 kV,Cia0017,2021-11-25,Uso STR,115.0,5.44,0.0006,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0804,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1099,JUANCHITO - SAN MARCOS (VALLE) 1 230 kV,Cia5844,1987-01-01,Uso STN,230.0,21.9,0.002,0.0007,10999.56,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1319,CARTAGO - SAN MARCOS (VALLE) 2 230 kV,Cia5844,2016-11-30,Uso STN,230.0,148.43,0.0135,0.0049,10999.56,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1098,CARTAGO - SAN MARCOS (VALLE) 1 230 kV,Cia5844,1995-01-01,Uso STN,230.0,146.72,0.0133,0.0048,10999.56,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0590,GUACHAL - SAN MARCOS (VALLE) 2 115 kV,Cia0017,2001-01-01,Uso STR,115.0,7.17,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0093,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0589,GUACHAL - SAN MARCOS (VALLE) 1 115 kV,Cia0017,1998-01-01,Uso STR,115.0,7.17,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0093,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0585,BUGA - SAN MARCOS (VALLE) 1 115 kV,Cia0017,1998-05-21,Uso STR,115.0,36.83,0.0043,0.0012,8534.36,30375.9,Are0032,Are0128,Sub0029,Are0128,Are0032,Sub0189,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0085,PAILON - TABOR (BVENTURA) 1 115 kV,Cia0017,1983-01-01,Uso STR,115.0,8.5,0.001,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0028,Are0128,Are0032,Sub0076,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0024,MALAGA - PAILON 1 115 kV,Cia0017,1990-01-01,Uso STR,115.0,69.42,0.0081,0.0023,8534.36,30375.9,Are0032,Are0128,Sub0011,Are0128,Are0032,Sub0076,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0028,BAJO ANCHICAYA - PAILON 1 115 kV,Cia0017,1957-01-01,Uso STR,115.0,35.48,0.0042,0.0012,8534.36,30375.9,Are0032,Are0128,Sub0012,Are0128,Are0032,Sub0076,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0991,PRIMAVERA - SAN CARLOS 1 500 kV,Cia5844,1991-12-01,Uso STN,500.0,82.64,0.0216,0.0027,3833.09,30375.9,Are0015,Are0002,Sub0183,Are0002,Are0015,Sub0245,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1081,PLAYAS - PRIMAVERA 1 230 kV,Cia5844,1999-03-23,Uso STN,230.0,104.34,0.0095,0.0034,10999.56,30375.9,Are0015,Are0002,Sub0157,Are0002,Are0015,Sub0245,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1044,GUATAPE - SAN CARLOS 2 230 kV,Cia5844,1997-11-18,Uso STN,230.0,35.79,0.0033,0.0012,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0183,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0838,GUATAPE - SAN CARLOS 1 230 kV,Cia5844,1993-01-01,Uso STN,230.0,35.77,0.0033,0.0012,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0183,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1039,ANCON SUR (ISA) - SAN CARLOS 2 230 kV,Cia5844,1985-01-01,Uso STN,230.0,107.04,0.0097,0.0035,10999.56,30375.9,Are0015,Are0002,Sub0004,Are0002,Are0015,Sub0183,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1038,ANCON SUR (ISA) - SAN CARLOS 1 230 kV,Cia5844,2006-06-01,Uso STN,230.0,107.04,0.0097,0.0035,10999.56,30375.9,Are0015,Are0002,Sub0004,Are0002,Are0015,Sub0183,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1219,EL TIGRE - LA CRUZADA 1 110 kV,Cia0021,2012-06-28,Uso STR,110.0,26.5,0.0069,0.0009,3862.77,30375.9,Are0015,Are0002,Sub0277,Are0002,Are0015,Sub0692,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0248,GUATAPE - PLAYAS 1 220 kV,Cia0021,1988-02-01,Uso STN,220.0,21.16,0.0077,0.0007,2762.78,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0157,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0244,GUATAPE - PLAYAS 1 110 kV,Cia0021,1988-02-01,Uso STR,110.0,24.2,0.0063,0.0008,3862.77,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0157,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0323,ORIENTE - PLAYAS 1 220 kV,Cia0021,1988-02-01,Uso STN,220.0,54.75,0.0198,0.0018,2762.78,30375.9,Are0015,Are0002,Sub0146,Are0002,Are0015,Sub0157,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0056,BELLO - CASTILLA 2 110 kV,Cia0021,1993-01-01,Uso STR,110.0,7.89,0.002,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0020,Are0002,Are0015,Sub0042,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0055,BELLO - CASTILLA 1 110 kV,Cia0021,1993-01-01,Uso STR,110.0,7.89,0.002,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0020,Are0002,Are0015,Sub0042,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0805,EL SALTO (EPM) - PORCE (EADE) 1 110 kV,Cia0021,1999-09-03,Uso STR,110.0,27.5,0.0071,0.0009,3862.77,30375.9,Are0015,Are0002,Sub0094,Are0002,Are0015,Sub0398,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1043,GUATAPE - JAGUAS 2 230 kV,Cia5844,1998-07-28,Uso STN,230.0,14.28,0.0013,0.0005,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0106,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1042,GUATAPE - JAGUAS 1 230 kV,Cia5844,1983-01-01,Uso STN,230.0,18.65,0.0017,0.0006,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0106,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0767,PUERTO BOYACA - VASCONIA 1 115 kV,Cia0016,1989-12-31,Uso STR,115.0,11.47,0.0013,0.0004,8534.36,30375.9,Are0015,Are0002,Sub0278,Are0002,Are0015,Sub0368,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0517,COCORNA - PUERTO BOYACA 1 115 kV,Cia0016,1992-12-31,Uso STR,115.0,6.15,0.0007,0.0002,8534.36,30375.9,Are0015,Are0002,Sub0273,Are0002,Are0015,Sub0368,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0932,GUADALUPE IV - PORCE II (EEPPM) 1 220 kV,Cia0021,2001-01-01,Uso STN,220.0,2.04,0.0007,0.0001,2762.78,30375.9,Are0015,Are0002,Sub0095,Are0002,Are0015,Sub0581,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0914,BARBOSA (ANTIOQUIA) - PORCE II (EEPPM) 1 220 kV,Cia0021,2001-01-06,Uso STN,220.0,52.1,0.0189,0.0017,2762.78,30375.9,Are0015,Are0002,Sub0016,Are0002,Are0015,Sub0581,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0915,EL SALTO (EPM) - PORCE II (EEPPM) 1 220 kV,Cia0021,2001-01-06,Uso STN,220.0,10.9,0.0039,0.0004,2762.78,30375.9,Are0015,Are0002,Sub0094,Are0002,Are0015,Sub0581,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0318,OCCIDENTE - SAN JERONIMO 1 110 kV,Cia0021,1975-01-01,Uso STR,110.0,20.62,0.0053,0.0007,3862.77,30375.9,Are0015,Are0002,Sub0144,Are0002,Are0015,Sub0187,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0364,SAN JERONIMO - STA FE DE ANTIOQUIA 1 110 kV,Cia0021,1975-01-01,Uso STR,110.0,17.95,0.0046,0.0006,3862.77,30375.9,Are0015,Are0002,Sub0006,Are0002,Are0015,Sub0187,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0247,GUATAPE - ORIENTE 1 220 kV,Cia0021,1986-07-01,Uso STN,220.0,37.9,0.0137,0.0012,2762.78,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,Sub0146,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0195,ENVIGADO - ORIENTE 1 220 kV,Cia0021,1988-07-01,Uso STN,220.0,26.4,0.0096,0.0009,2762.78,30375.9,Are0015,Are0002,Sub0081,Are0002,Are0015,Sub0146,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0165,CORDOVA (ANTIOQUIA) - ORIENTE 1 110 kV,Cia0021,1985-01-01,Uso STR,110.0,7.9,0.002,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0066,Are0002,Are0015,Sub0146,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0504,BELLO - PIEDRAS BLANCAS 1 110 kV,Cia0021,1992-01-01,Uso STR,110.0,7.19,0.0019,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0020,Are0002,Are0015,Sub0155,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0836,GIRARDOTA - PIEDRAS BLANCAS 1 110 kV,Cia0021,1972-01-01,Uso STR,110.0,19.69,0.0051,0.0006,3862.77,30375.9,Are0015,Are0002,Sub0092,Are0002,Are0015,Sub0155,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0295,MIRAFLORES - PIEDRAS BLANCAS 1 110 kV,Cia0021,1964-01-01,Uso STR,110.0,5.13,0.0013,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0132,Are0002,Are0015,Sub0155,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0054,BELEN (ANTIOQUIA) - EL RODEO 1 110 kV,Cia0021,1994-01-01,Uso STR,110.0,7.1,0.0018,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0019,Are0002,Are0015,Sub0078,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1578,ANCON SUR (EPM) - EL RODEO 1 110 kV,Cia0021,2023-08-21,Uso STR,110.0,10.2,0.0026,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0005,Are0002,Are0015,Sub0078,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1198,PORCE III - SAN CARLOS 1 500 kV,Cia5844,2010-09-30,Uso STN,500.0,106.47,0.0278,0.0035,3833.09,30375.9,Are0015,Are0002,Sub0183,Are0002,Are0015,Sub0685,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0983,CABAÑAS (MEDELLIN) - OCCIDENTE 1 110 kV,Cia0021,1995-01-01,Uso STR,110.0,5.87,0.0015,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0144,Are0002,Are0015,Sub0615,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0984,CABAÑAS (MEDELLIN) - COLOMBIA 1 110 kV,Cia0021,2004-06-25,Uso STR,110.0,12.0,0.0031,0.0004,3862.77,30375.9,Are0015,Are0002,Sub0061,Are0002,Are0015,Sub0615,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0552,LA SIERRA (ANTIOQUIA) - PURNIO 1 230 kV,Cia5844,2001-01-01,Uso STN,230.0,100.47,0.0091,0.0033,10999.56,30375.9,Are0015,Are0002,Sub0256,Are0128,Are0015,Sub0257,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0959,LA SIERRA (ANTIOQUIA) - PURNIO 2 230 kV,Cia5844,2001-01-01,Uso STN,230.0,100.47,0.0091,0.0033,10999.56,30375.9,Are0015,Are0002,Sub0256,Are0128,Are0015,Sub0257,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1050,LA SIERRA (ANTIOQUIA) - PRIMAVERA 1 230 kV,Cia5844,1993-12-10,Uso STN,230.0,59.78,0.0054,0.002,10999.56,30375.9,Are0015,Are0002,Sub0245,Are0002,Are0015,Sub0257,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0545,LA SIERRA (ANTIOQUIA) - SAN CARLOS 1 230 kV,Cia5844,1996-01-01,Uso STN,230.0,30.18,0.0027,0.001,10999.56,30375.9,Are0015,Are0002,Sub0183,Are0002,Are0015,Sub0257,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0441,COCORNA - RIO CLARO 1 110 kV,Cia0021,1984-10-11,Uso STR,110.0,35.15,0.0091,0.0012,3862.77,30375.9,Are0015,Are0002,Sub0166,Are0002,Are0015,Sub0273,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1355,COCORNA - LA SIERRA (ANTIOQUIA) 1 110 kV,Cia0021,2017-12-27,Uso STR,110.0,28.5,0.0074,0.0009,3862.77,30375.9,Are0015,Are0002,Sub0257,Are0002,Are0015,Sub0273,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0502,COCORNA - PUERTO NARE 1 110 kV,Cia0021,1996-01-01,Uso STR,110.0,22.06,0.0057,0.0007,3862.77,30375.9,Are0015,Are0002,Sub0272,Are0002,Are0015,Sub0273,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1033,ANCON SUR (EPM) - ANCON SUR (ISA) 2 220 kV,Cia0021,1989-11-21,Uso STN,220.0,0.38,0.0001,0.0,2762.78,30375.9,Are0015,Are0002,Sub0004,Are0002,Are0015,Sub0005,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1032,ANCON SUR (EPM) - ANCON SUR (ISA) 1 220 kV,Cia0021,1989-11-21,Uso STN,220.0,0.38,0.0001,0.0,2762.78,30375.9,Are0015,Are0002,Sub0004,Are0002,Are0015,Sub0005,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1213,YARUMAL I - YARUMAL II 1 110 kV,Cia0021,2012-01-17,Uso STR,110.0,0.95,0.0002,0.0,3862.77,30375.9,Are0015,Are0002,Sub0226,Are0002,Are0015,Sub0689,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1214,EL SALTO (EPM) - YARUMAL II 1 110 kV,Cia0021,2012-01-17,Uso STR,110.0,29.0,0.0075,0.001,3862.77,30375.9,Are0015,Are0002,Sub0094,Are0002,Are0015,Sub0689,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0501,PLAYAS - PUERTO NARE 1 110 kV,Cia0021,1964-01-01,Uso STR,110.0,41.7,0.0108,0.0014,3862.77,30375.9,Are0015,Are0002,Sub0157,Are0002,Are0015,Sub0272,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0166,CORDOVA (ANTIOQUIA) - RIONEGRO 1 110 kV,Cia0021,1985-01-01,Uso STR,110.0,5.8,0.0015,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0066,Are0002,Are0015,Sub0172,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0322,ORIENTE - RIONEGRO 1 110 kV,Cia0021,1985-01-01,Uso STR,110.0,2.1,0.0005,0.0001,3862.77,30375.9,Are0015,Are0002,Sub0146,Are0002,Are0015,Sub0172,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0843,BELEN (ANTIOQUIA) - COLOMBIA 1 110 kV,Cia0021,1994-01-01,Uso STR,110.0,6.4,0.0017,0.0002,3862.77,30375.9,Are0015,Are0002,Sub0019,Are0002,Are0015,Sub0061,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1369,SAN LORENZO - SONSON 1 110 kV,Cia0021,2018-03-26,Uso STR,110.0,69.09,0.0179,0.0023,3862.77,30375.9,Are0015,Are0002,Sub0712,Are0002,Are0015,Sub0733,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1337,LA CEJA - SONSON 1 110 KV ,Cia0021,2017-08-23,Uso STR,110.0,49.104,0.0127,0.0016,3862.77,30375.9,Are0015,Are0002,Sub0266,Are0002,Are0015,Sub0733,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin1218,HIDROMONTAÑITAS - RIOGRANDE 1 110 kV,Cia0021,2012-06-07,Uso STR,110.0,9.77,0.0025,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0169,Are0002,Are0015,Sub0691,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0019,CHORODO (FRONTINO) - STA FE DE ANTIOQUIA 1 110 kV,Cia0021,1976-01-01,Uso STR,110.0,48.1,0.0125,0.0016,3862.77,30375.9,Are0015,Are0002,Sub0006,Are0002,Are0015,Sub0057,Are0002,Are0015,P1D
2024-12-31,2024-12-31,Lin0014,CAUCHERAS - CHORODO (FRONTINO) 1 110 kV,Cia0021,2004-12-03,Uso STR,110.0,76.62,0.0198,0.0025,3862.77,30375.9,Are0015,Are0002,Sub0050,Are0127,Are0015,Sub0057,Are0002,Are0015,P1D
2024-12-30,2024-12-30,Lin0375,SAN LUIS - TERMOYUMBO 1 115 kV,Cia0017,1995-01-01,Uso STR,115.0,8.96,0.001,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0188,Are0128,Are0032,Sub0294,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1541,TERMOYUMBO - YUMBO 2 115 kV,Cia0017,2001-01-01,Uso STR,115.0,0.52,0.0001,0.0,8534.36,30375.9,Are0032,Are0128,Sub0227,Are0128,Are0032,Sub0294,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1542,TERMOYUMBO - YUMBO 3 115 kV,Cia0017,1979-01-01,Uso STR,115.0,0.52,0.0001,0.0,8534.36,30375.9,Are0032,Are0128,Sub0227,Are0128,Are0032,Sub0294,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1540,TERMOYUMBO - YUMBO 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,0.52,0.0001,0.0,8534.36,30375.9,Are0032,Are0128,Sub0227,Are0128,Are0032,Sub0294,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1543,TERMOYUMBO - YUMBO 4 115 kV,Cia0017,2008-07-24,Uso STR,115.0,0.52,0.0001,0.0,8534.36,30375.9,Are0032,Are0128,Sub0227,Are0128,Are0032,Sub0294,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1605,ESTAMBUL - PALMASECA 2 115 kV,Cia0017,2024-08-26,Uso STR,115.0,5.22,0.0006,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0696,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1604,ESTAMBUL - PALMASECA 1 115 kV,Cia0017,2024-08-26,Uso STR,115.0,5.22,0.0006,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0696,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1602,ESTAMBUL - JUANCHITO 1 115 kV,Cia0017,2023-12-29,Uso STR,115.0,6.25,0.0007,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1603,ESTAMBUL - JUANCHITO 2 115 kV,Cia0017,2023-12-29,Uso STR,115.0,6.25,0.0007,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1601,ESTAMBUL - SAN LUIS 2 115 kV,Cia0017,2023-12-29,Uso STR,115.0,2.59,0.0003,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0188,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1600,ESTAMBUL - SAN LUIS 1 115 kV,Cia0017,2023-12-29,Uso STR,115.0,2.45,0.0003,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0188,Are0128,Are0032,Sub0839,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1509,LADERA - PANCE 1 115 kV,Cia0017,2021-11-25,Uso STR,115.0,5.44,0.0006,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0804,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1508,LADERA - SAN ANTONIO (CALI) 1 115 kV,Cia0017,2021-11-25,Uso STR,115.0,7.48,0.0009,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0180,Are0128,Are0032,Sub0804,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0587,SAN MARCOS (VALLE) - TERMOYUMBO II 1 115 kV,Cia0017,1998-05-20,Uso STR,115.0,6.5,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0189,Are0128,Are0032,Sub0843,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0588,SAN MARCOS (VALLE) - TERMOYUMBO II 2 115 kV,Cia0017,1998-05-20,Uso STR,115.0,6.5,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0189,Are0128,Are0032,Sub0843,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0231,GUACHAL - SANTA BARBARA (PALMIRA) 1 115 kV,Cia0017,1990-01-01,Uso STR,115.0,21.1,0.0025,0.0007,8534.36,30375.9,Are0032,Are0128,Sub0093,Are0128,Are0032,Sub0149,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0153,CODAZZI (VALLE) - SANTA BARBARA (PALMIRA) 1 115 kV,Cia0017,1986-01-01,Uso STR,115.0,6.9,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0059,Are0128,Are0032,Sub0149,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1557,CODAZZI (VALLE) - SANTA BARBARA (PALMIRA) 2 115 kV,Cia0017,2022-12-30,Uso STR,115.0,6.9,0.0008,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0059,Are0128,Are0032,Sub0149,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0125,CERRITO - SANTA BARBARA (PALMIRA) 1 115 kV,Cia0017,1997-01-01,Uso STR,115.0,17.7,0.0021,0.0006,8534.36,30375.9,Are0032,Are0128,Sub0048,Are0128,Are0032,Sub0149,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0921,CHIPICHAPE - LA CAMPIÑA 1 115 kV,Cia0017,1998-01-01,Uso STR,115.0,1.22,0.0001,0.0,8534.36,30375.9,Are0032,Are0128,Sub0055,Are0128,Are0032,Sub0583,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0922,LA CAMPIÑA - TERMOYUMBO 1 115 kV,Cia0017,1998-01-01,Uso STR,115.0,9.58,0.0011,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0294,Are0128,Are0032,Sub0583,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0337,PANCE - SALVAJINA 1 230 kV,Cia0017,1985-01-01,Uso STN,230.0,49.73,0.0045,0.0016,10999.55,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0178,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0273,JUANCHITO - SALVAJINA 1 230 kV,Cia0017,1985-01-01,Uso STN,230.0,63.57,0.0058,0.0021,10999.55,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0178,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0136,CHIPICHAPE - SAN ANTONIO (CALI) 1 115 kV,Cia0017,1995-01-01,Uso STR,115.0,3.8,0.0004,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0055,Are0128,Are0032,Sub0180,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0137,CHIPICHAPE - SAN ANTONIO (CALI) 2 115 kV,Cia0017,1995-01-01,Uso STR,115.0,3.8,0.0004,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0055,Are0128,Are0032,Sub0180,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0336,PANCE - SAN ANTONIO (CALI) 2 115 kV,Cia0017,1983-01-01,Uso STR,115.0,12.2,0.0014,0.0004,8534.36,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0180,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1299,ALFEREZ I - PANCE 1 115 kV,Cia0017,2015-06-04,Uso STR,115.0,6.36,0.0007,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0720,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin1300,ALFEREZ I - MELENDEZ 1 115 kV,Cia0017,2015-06-04,Uso STR,115.0,10.26,0.0012,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0130,Are0128,Are0032,Sub0720,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0822,CARTAGO - LA UNION (VALLE) 1 115 kV,Cia0017,1997-01-01,Uso STR,115.0,38.2,0.0045,0.0013,8534.36,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0402,Are0128,Are0032,P1D
2024-12-30,2024-12-30,Lin0823,LA UNION (VALLE) - ZARZAL 1 115 kV,Cia0017,1999-12-02,Uso STR,115.0,18.05,0.0021,0.0006,8534.36,30375.9,Are0032,Are0128,Sub0230,Are0128,Are0032,Sub0402,Are0128,Are0032,P1D
